License Number,Profession,License Status,Licensee,License Expiration Date,Address 1,Address 2,City,State,County,Zip,Phone
RCO1304,MOLD REMEDIATION COMPANY,CURRENT,NUOVO KIUXTAL LLC,9/24/2027,9705 BURNET RD,SUITE 317,AUSTIN,TX,TRAVIS,78758-5269,512-956-5700
RCO1305,MOLD REMEDIATION COMPANY,CURRENT,AADVAL INCORPORATED,5/29/2028,11369 LUXEMBOURG LN,,FRISCO,TX,DENTON,75033-1126,214-454-9093
RCO1306,MOLD REMEDIATION COMPANY,CURRENT,APPLIED RESTORATION,10/10/2027,PO BOX 450950,,LAREDO,TX,WEBB,78045-0023,956-568-0266
RCO1307,MOLD REMEDIATION COMPANY,CURRENT,M&M 4 HIM,2/3/2028,7477 COUNTY ROAD 7000,,LUBBOCK,TX,LUBBOCK,79407-5401,806-780-6311
RCO1309,MOLD REMEDIATION COMPANY,CURRENT,JON K TAKATA CORPORATION,3/23/2028,3090 INDEPENDENCE DR,,LIVERMORE,CA,,94551-9493,510-315-5400
RCO1311,MOLD REMEDIATION COMPANY,CURRENT,HALLMARK MITIGATION & CONSTRUCTION LLC,11/2/2027,18929 PHILLIP WAY,,NEW CANEY,TX,MONTGOMERY,77357-2167,504-722-9529
RCO1312,MOLD REMEDIATION COMPANY,CURRENT,FRONTIER DEVELOPMENT INC,10/4/2027,4896 FM 2314,,HALLETTSVILLE,TX,LAVACA,77964-4594,361-798-9332
RCO1314,MOLD REMEDIATION COMPANY,CURRENT,REGAL GENERAL CONTRACTORS LLC,10/22/2027,2611 ARABELLE ST,,HOUSTON,TX,HARRIS,77007-1109,713-862-8433
RCO1315,MOLD REMEDIATION COMPANY,CURRENT,ROCKLETT RESTORATION LLC,1/18/2028,8301 LAKEVIEW PKWY STE 111-245,,ROWLETT,TX,ROCKWALL,75088-9320,214-607-1900
RCO1320,MOLD REMEDIATION COMPANY,EXPIRED,"UNDERDOGS UNLIMITED, LLC",1/18/2024,8618 SIERRA SKY,,SAN ANTONIO,TX,BEXAR,78254-4406,210-259-8338
RCO1322,MOLD REMEDIATION COMPANY,CURRENT,TASMAN GEOSCIENCES INC.,11/30/2027,1290 WONDER WORLD DR,Suite 1220,SAN MARCOS,TX,CALDWELL,78666-7961,915-422-0631
RCO1323,MOLD REMEDIATION COMPANY,CURRENT,TSSM INC,3/11/2028,PO BOX 1900,,SAN MARCOS,TX,HAYS,78667-1900,512-757-9088
RCO1328,MOLD REMEDIATION COMPANY,CURRENT,FAST SOLUTIONS ENVIRONMENTAL LLC,2/23/2028,1203 CRESTDELL DR,,DUNCANVILLE,TX,DALLAS,75137-3414,972-780-5567
RCO1329,MOLD REMEDIATION COMPANY,CURRENT,ALEXANDER CADE ENTERPRISES INC DBA UNITED WATER RESTORATION,3/4/2028,1955 FM 2001 STE 500,,BUDA,TX,HAYS,78610-2045,512-813-0501
RCO1330,MOLD REMEDIATION COMPANY,CURRENT,SUNRISE MILU COMPANY,3/7/2028,20770 WESTHEIMER PKWY STE 506,,KATY,TX,HARRIS,77450-6064,832-888-8577
RCO1331,MOLD REMEDIATION COMPANY,CURRENT,JENKINS ENVIRONMENTAL SERVICES,5/13/2028,3750 CENTERVIEW DR,,CHANTILLY,VA,OUT OF STATE/UNKNOWN,20151-3200,888-777-9742
RCO1333,MOLD REMEDIATION COMPANY,EXPIRED,AYALA CONTRACTORS AND REMEDIATION,3/28/2026,9810 SAGEMARK DR,,HOUSTON,TX,HARRIS,77089-5024,281-802-8309
RCO1335,MOLD REMEDIATION COMPANY,CURRENT,"CACTUS ABATEMENT & DEMOLITION, LLC",4/2/2028,211 JAMES ST,,ROANOKE,TX,DENTON,76262-6100,817-491-4791
RCO1341,MOLD REMEDIATION COMPANY,CURRENT,TERRABELLA ENVIRONMENTAL SERVICES,5/13/2028,PO BOX 39,,LEMING,TX,ATASCOSA,78050-0039,210-892-4496
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1344,MOLD REMEDIATION COMPANY,CURRENT,APACHE INDUSTRIAL SERVICES INC,5/17/2028,250 ASSAY ST STE 500,,HOUSTON,TX,HARRIS,77044-3507,713-450-9307
RCO1346,MOLD REMEDIATION COMPANY,CURRENT,GREEN BEE RESTORATION LLC,5/30/2028,1501 10TH ST STE 100,,PLANO,TX,COLLIN,75074-8657,972-892-0000
RCO1348,MOLD REMEDIATION COMPANY,CURRENT,BLACKHILL ENTERPRISES INC,6/24/2028,701 COUNTY ROAD 144,,GEORGETOWN,TX,WILLIAMSON,78626,800-931-1962
RCO1351,MOLD REMEDIATION COMPANY,EXPIRED,ALL REPAIR & RESTORATION LLC,8/6/2026,1107 BARNETT DR,,LAKE WORTH,FL,OUT OF STATE/UNKNOWN,33461,561-771-1320
RCO1352,MOLD REMEDIATION COMPANY,EXPIRED,PROVEN RESTORATION LLC,8/6/2026,1718 LAUREL SPRINGS LN,,KINGWOOD,TX,HARRIS,77339-2940,713-906-5133
RCO1353,MOLD REMEDIATION COMPANY,EXPIRED,CLEAR FORK ENTERPRISES INC,4/7/2025,6885 FM 18,State Highway 36 South,ABILENE,TX,TAYLOR,79602-2138,325-672-5632
RCO1354,MOLD REMEDIATION COMPANY,CURRENT,KMAC CONSTRUCTION SERVICES INC.,9/16/2026,9819   BALL ST.,,SAN ANTONIO,TX,BEXAR,78217,210-599-6528
RCO1355,MOLD REMEDIATION COMPANY,CURRENT,G2 RESTORATION LLC,9/30/2026,2241 REDBUD BLVD,,MCKINNEY,TX,COLLIN,75069-3397,972-569-7013
RCO1356,MOLD REMEDIATION COMPANY,EXPIRED,NATIONWIDE EMERGENCY SERVICES LLC,12/28/2024,13003 MURPHY RD STE H2,,STAFFORD,TX,FORT BEND,77477-3934,832-230-1552
RCO1359,MOLD REMEDIATION COMPANY,EXPIRED,SERVPRO OF NORTHEAST SAN ANTONIO,4/25/2026,PO BOX 1740,,SUGAR LAND,TX,FORT BEND,77487-1740,210-653-4651
RCO1360,MOLD REMEDIATION COMPANY,EXPIRED,SLAY PROPERTIES,11/1/2024,8819 ABERDEEN PARK DR,,HOUSTON,TX,HARRIS,77095-4832,972-955-5893
RCO1361,MOLD REMEDIATION COMPANY,CURRENT,ABADON ENVIROMENTAL LLC,11/19/2027,682 CHISHOLM RANCH DR,,ROCKWALL,TX,ROCKWALL,75032-2616,469-478-9787
RCO1363,MOLD REMEDIATION COMPANY,EXPIRED,STX RESTORATION SERVICES INC,10/16/2025,310 E MAIN AVE,PMB#166,ALTON,TX,HIDALGO,78573-6872,956-747-3020
RCO1365,MOLD REMEDIATION COMPANY,CURRENT,PINTAIL DEMOLITION & CONSTRUCTION INC.,11/26/2026,18618 FERN ST,,CYPRESS,TX,HARRIS,77429-1217,832-585-9594
RCO1369,MOLD REMEDIATION COMPANY,CURRENT,G & K GODWIN ENTERPRISES INC,3/15/2027,PO BOX 73107,,HOUSTON,TX,HARRIS,77273-3107,281-907-0018
RCO1370,MOLD REMEDIATION COMPANY,CURRENT,D&D EMERGENCY SERVICES INC,3/28/2027,7828 IRMA DR,,ROYSE CITY,TX,ROCKWALL,75189-8287,469-602-5106
RCO1371,MOLD REMEDIATION COMPANY,CURRENT,1ST CHOICE ABATEMENT & REMEDIATION SERVICES LLC,12/8/2027,9330 WOODHEATHER ST,,SAN ANTONIO,TX,BEXAR,78254-2220,210-542-8383
RCO1373,MOLD REMEDIATION COMPANY,CURRENT,QUALITY CONSTRUCTION & RESTORATION LLC,4/10/2028,4290 S TREADAWAY BLVD,,ABILENE,TX,TAYLOR,79602-2264,325-518-5449
RCO1374,MOLD REMEDIATION COMPANY,EXPIRED,WMF RESTORATION INC,2/21/2025,1919 W SAM HOUSTON PKWY N,#105,HOUSTON,TX,HARRIS,77043-2400,972-559-4244
RCO1377,MOLD REMEDIATION COMPANY,EXPIRED,MCMILLAN FAMILY INTERESTS LLC DBA EFFICIENCY_IAQ,2/28/2025,21402 Paine AVE # 4193,,LAGO VISTA,TX,TRAVIS,78645-6710,512-267-1510
RCO1381,MOLD REMEDIATION COMPANY,CURRENT,HILLIER RESTORATION LLC DBA PAUL DAVIS,9/12/2027,4310 N SAM HOUSTON PKWY E # 190,,HOUSTON,TX,HARRIS,77032-3807,281-886-7755
RCO1383,MOLD REMEDIATION COMPANY,CURRENT,EXCELLENCE ECOLOGICAL SERVICES LLC,5/8/2027,1408 N RIVERFRONT BLVD STE 364,,DALLAS,TX,DALLAS,75207-3912,214-243-8589
RCO1384,MOLD REMEDIATION COMPANY,CURRENT,STOP OF WESTERN FORT WORTH,4/29/2027,3904 WILLIAMSON RD,Suite 300,CROWLEY,TX,TARRANT,76036-9206,682-703-0213
RCO1385,MOLD REMEDIATION COMPANY,CURRENT,"EDRS, INC.",5/7/2027,4912 DOZIER RD,,CARROLLTON,TX,DENTON,75010-4722,972-492-3417
RCO1386,MOLD REMEDIATION COMPANY,CURRENT,ALBO CONSTRUCTION LLC,5/8/2027,1144 FAWN LAKE DR,,BRYAN,TX,BRAZOS,77808-9680,979-574-3026
RCO1388,MOLD REMEDIATION COMPANY,CURRENT,COMMISSIONED COMMUNITY LLC,10/8/2027,2925 GULF FWY S STE B257,,LEAGUE CITY,TX,GALVESTON,77573-6768,832-226-5656
RCO1390,MOLD REMEDIATION COMPANY,CURRENT,SINGH RESTORATION LLC,7/14/2027,800 HAVENBROOK DR,,ARLINGTON,TX,TARRANT,76001-7588,817-495-7076
RCO1393,MOLD REMEDIATION COMPANY,EXPIRED,"RESTORATION XP CONSTRUCTION, LLC",10/29/2025,1745 HAYDEN DR,Unit 150C,CARROLLTON,TX,DALLAS,75006-5739,800-858-1701
RCO1395,MOLD REMEDIATION COMPANY,EXPIRED,"CLEANING & RESTORATION SERVICES, INC.",9/4/2025,8041 S PADRE ISLAND DR,Suite B,CORPUS CHRISTI,TX,NUECES,78412-5209,361-993-9300
RCO1399,MOLD REMEDIATION COMPANY,CURRENT,WOW TOTAL RESTORATION LLC,2/20/2028,PO BOX 152349,,AUSTIN,TX,TRAVIS,78715-2349,512-291-0048
RCO1400,MOLD REMEDIATION COMPANY,CURRENT,ZELAYA HOLDINGS,4/1/2028,2920 NATIONAL CT STE A,,GARLAND,TX,DALLAS,75041-2341,214-522-3000
RCO1401,MOLD REMEDIATION COMPANY,CURRENT,ZEGO INC,10/10/2027,2301 POTOMAC DR UNIT A,,HOUSTON,TX,HARRIS,77057-3387,832-990-9499
RCO1403,MOLD REMEDIATION COMPANY,CURRENT,"AACI, LLC",11/13/2027,26310 OAK RIDGE DR STE 36,,SPRING,TX,MONTGOMERY,77380-3777,832-347-3551
RCO1404,MOLD REMEDIATION COMPANY,EXPIRED,RAMAR INVESTMENT CORP.,11/21/2023,13014 BRETFORD CT,,HOUSTON,TX,HARRIS,77065-5066,713-494-1815
RCO1405,MOLD REMEDIATION COMPANY,EXPIRED,DRYMORE COMPANY,12/2/2025,8345 W LITTLE YORK RD STE 2,,HOUSTON,TX,HARRIS,77040-4395,281-930-0100
RCO1406,MOLD REMEDIATION COMPANY,EXPIRED,BIONIC EMERGENCY SERVICES LLC,9/15/2024,14300 NORTHWEST FREEWAUY STE A9,,HOUSTON,TX,HARRIS,77040,713-338-2424
RCO1410,MOLD REMEDIATION COMPANY,CURRENT,R&L GLOBAL INC,4/22/2028,3527 MANSFIELD ST,,HOUSTON,TX,HARRIS,77091-4617,713-686-8899
RCO1412,MOLD REMEDIATION COMPANY,CURRENT,BLMR DISASTER RECOVERY LLC,4/13/2028,4584 RIPLEY DR,Suite 9,EL PASO,TX,EL PASO,79922-1054,915-234-2614
RCO1413,MOLD REMEDIATION COMPANY,CURRENT,"KJ INTEGRATED SERVICES, LLC",8/15/2028,4906 CRESTPOINT LN,,GARLAND,TX,DALLAS,75043-6515,469-343-7510
RCO1414,MOLD REMEDIATION COMPANY,CURRENT,"GREENLIGHT RESTORATION SOLUTIONS, LP",1/13/2028,1001 LONG PRAIRIE RD STE 300,,FLOWER MOUND,TX,DENTON,75022-4231,214-448-5100
RCO1415,MOLD REMEDIATION COMPANY,CURRENT,UNIVERSITY OF TEXAS AT AUSTIN,4/14/2028,1301 E DEAN KEETON ST FC2 RM 1 200,,AUSTIN,TX,TRAVIS,78712-1895,512-471-6227
RCO1416,MOLD REMEDIATION COMPANY,CURRENT,MADISON FINANCIAL,4/14/2028,279 HIGHVIEW LN,,ANNA,TX,COLLIN,75409-4234,972-747-7734
RCO1417,MOLD REMEDIATION COMPANY,CURRENT,SIMONIS ENTERPRISES LLC,4/14/2028,5212 HEATH RD,,SAN ANTONIO,TX,BEXAR,78250-4676,210-267-2159
RCO1418,MOLD REMEDIATION COMPANY,CURRENT,"A&M ENVIRONMENTAL, LLC",4/15/2028,101 MAIN ST,,PASADENA,TX,HARRIS,77506-1405,713-678-7519
RCO1420,MOLD REMEDIATION COMPANY,CURRENT,"DFH, INC.",5/14/2028,407 S CAMERON ST,,ALICE,TX,JIM WELLS,78332-5843,361-668-1940
RCO1425,MOLD REMEDIATION COMPANY,CURRENT,PJ RESTORATION LLC,7/7/2028,12335 KINGSRIDE LN STE 239,,HOUSTON,TX,HARRIS,77024-4116,713-624-0578
RCO1426,MOLD REMEDIATION COMPANY,EXPIRED,PHP ASBESTOS AND DEMO SERVICES LLC,7/15/2026,19327 SAGEBRUSH VALLEY LN,,CYPRESS,TX,HARRIS,77433-8017,832-907-6993
RCO1431,MOLD REMEDIATION COMPANY,CURRENT,SOUTHSIDE ENVIRONMENTAL SERVICES LLC,9/13/2028,1230 N HOUSTON SCHOOL RD,,LANCASTER,TX,DALLAS,75146-1102,862-579-5718
RCO1432,MOLD REMEDIATION COMPANY,CURRENT,KTM LLC,10/8/2026,407 US HIGHWAY 289,,COMFORT,TX,KENDALL,78013-3418,830-693-6415
RCO1433,MOLD REMEDIATION COMPANY,CURRENT,"CAMELBACK & CO., LLC",10/13/2026,2420 PATTERSON INDUSTRIAL DR,,PFLUGERVILLE,TX,TRAVIS,78660-8312,512-990-4776
RCO1434,MOLD REMEDIATION COMPANY,EXPIRED,AIR QUALITY EXPRESS LLC,10/20/2024,8990 PARK WEST DR STE F1,,HOUSTON,TX,HARRIS,77063-4112,832-781-0105
RCO1435,MOLD REMEDIATION COMPANY,CURRENT,ARLO ENVIRONMENTAL INC.,10/21/2028,8700 N US HIGHWAY 287,,AMARILLO,TX,POTTER,79108-1505,806-646-5854
RCO1436,MOLD REMEDIATION COMPANY,CURRENT,FIRE RECONSTRUCTION INC.,10/22/2026,14639 FALLBROOK DR STE 100,,CYPRESS,TX,HARRIS,77429-1393,281-859-3999
RCO1437,MOLD REMEDIATION COMPANY,CURRENT,"ONE REEF, LLC",11/1/2026,1905 HILLSIDE DR,,ROWLETT,TX,DALLAS,75088-1526,214-876-0864
RCO1439,MOLD REMEDIATION COMPANY,CURRENT,"AMX ENVIRONMENTAL SERVICES, INC.",11/17/2026,8701 GULF FWY,,HOUSTON,TX,HARRIS,77017-6504,713-378-9911
RCO1440,MOLD REMEDIATION COMPANY,CURRENT,"REGENT RECONSTRUCTION, INC",11/22/2026,824 OFFICE PARK CIR STE 100,,LEWISVILLE,TX,DENTON,75057-3180,214-429-3694
RCO1442,MOLD REMEDIATION COMPANY,CURRENT,ISERENITY LLC,12/7/2026,2000 WINDY TERRACE,Bldg 6-A,CEDAR PARK,TX,TRAVIS,78613,512-924-0411
RCO1443,MOLD REMEDIATION COMPANY,CURRENT,SASSER COMPANIES LLC,12/14/2026,5304 SUN VALLEY DR,,FORT WORTH,TX,TARRANT,76119-6567,336-449-1144
RCO1444,MOLD REMEDIATION COMPANY,CURRENT,"TEAM HOME SOLUTIONS, LLC",12/15/2026,13380 TELGE RD STE 802,,CYPRESS,TX,HARRIS,77429-1337,832-878-3810
RCO1445,MOLD REMEDIATION COMPANY,EXPIRED,DRI RIGHT RESTORATION SERVICES OF TEXAS,2/9/2025,5355 DIETRICH RD,Suite 102,SAN ANTONIO,TX,BEXAR,78219-2909,210-669-5189
RCO1446,MOLD REMEDIATION COMPANY,CURRENT,R&K INDUSTRIES LLC,7/14/2027,12103 RADIUM ST STE 101,,SAN ANTONIO,TX,BEXAR,78216-2718,210-899-1017
RCO1447,MOLD REMEDIATION COMPANY,CURRENT,GLOBAL DISASTER SERVICES LLC,3/7/2027,5990 N SAM HOUSTON PKWY E,STE A602,HUMBLE,TX,HARRIS,77396-3275,504-400-6013
RCO1448,MOLD REMEDIATION COMPANY,EXPIRED,"TRICORE SERVICES, INC.",2/8/2025,703 S HIGHWAY 175,,SEAGOVILLE,TX,KAUFMAN,75159-1343,214-984-8333
RCO1449,MOLD REMEDIATION COMPANY,EXPIRED,"MOLD PROS OF SOUTH FLORIDA, INC.",3/2/2025,3428 RUNAWAY LN,,NAPLES,FL,,34114-8440,239-970-5030
RCO1450,MOLD REMEDIATION COMPANY,CURRENT,"TRT ENVIRONMENTAL, LLC",3/7/2027,22023 ROSEWAY RD,,TOMBALL,TX,HARRIS,77377-3415,713-907-7297
RCO1451,MOLD REMEDIATION COMPANY,CURRENT,ALL ROUND RESTORATION LLC,3/10/2027,15330 LYNDON B JOHNSON FWY,Suite 208,MESQUITE,TX,DALLAS,75150-1223,214-771-6689
RCO1452,MOLD REMEDIATION COMPANY,CURRENT,"CIATTO GROUP, LLC",3/11/2027,1690 ASHCROFT DR,,FAIRVIEW,TX,COLLIN,75069-1919,614-558-2260
RCO1454,MOLD REMEDIATION COMPANY,CURRENT,JCS ENVIROMENTAL TECH,3/21/2027,2029 CHURCHILL DOWNS LN,,ROANOKE,TX,DENTON,76262-3410,817-320-8539
RCO1456,MOLD REMEDIATION COMPANY,CURRENT,FRENCH & FRENCH ENTERPRISES DBA PAUL DAVIS RESTORATION OF NORTH/SOUTH AUSTIN,4/28/2027,2500 MCHALE CT STE 100A,,AUSTIN,TX,TRAVIS,78758-4406,512-809-2784
RCO1457,MOLD REMEDIATION COMPANY,CURRENT,R & GC RESTORATION LP,5/6/2027,1846 IDLEWILD LN,,LANCASTER,TX,DALLAS,75134-2626,972-227-0800
RCO1460,MOLD REMEDIATION COMPANY,CURRENT,NORTHERN LIGHTS GROUP LLC,5/24/2027,8127 MESA DR,B-206-299,AUSTIN,TX,TRAVIS,78759-8774,512-643-1771
RCO1461,MOLD REMEDIATION COMPANY,CURRENT,"BBMK CONTRACTING, LLC",1/14/2028,6800 BROKEN SOUND PKWY NW STE 300,,BOCA RATON,FL,OUT OF STATE/UNKNOWN,33487,954-928-3870
RCO1462,MOLD REMEDIATION COMPANY,CURRENT,DEDICATED MOLD SPECIALISTS,6/22/2027,333 S KIRBY ST STE 105,,GARLAND,TX,DALLAS,75042-7424,469-797-5565
RCO1463,MOLD REMEDIATION COMPANY,EXPIRED,"ELDRIDGE SOLAR, INC.",6/30/2025,5907 SPRING CYPRESS RD,,SPRING,TX,HARRIS,77379-3424,281-999-4663
RCO1464,MOLD REMEDIATION COMPANY,CURRENT,COMMERCIAL RESTORATION COMPANY LLC,5/3/2028,7100 E BELLEVIEW AVE SUITE 301,,GREENWOOD VILLAGE,CO,OUT OF STATE/UNKNOWN,80111,855-584-7887
RCO1465,MOLD REMEDIATION COMPANY,EXPIRED,"PERFORMANCE ABATEMENT SERVICES, INC.",7/6/2025,11145 THOMPSON AVE,,LENEXA,KS,,66219-2302,913-888-8600
RCO1466,MOLD REMEDIATION COMPANY,CURRENT,BORNE ENTERPRISES LLC DBA BOSS CONTRACTING,7/18/2027,3050 E PARKWAY ST,,GROVES,TX,JEFFERSON,77619-6600,409-553-6476
RCO1469,MOLD REMEDIATION COMPANY,CURRENT,"REMEDIATORS, LLC",8/9/2027,402 W PALM VALLEY BLVD,#165,ROUND ROCK,TX,WILLIAMSON,78664-4200,512-515-0705
RCO1470,MOLD REMEDIATION COMPANY,CURRENT,DOIGGS RESTORATION,8/9/2027,3918 MARLIN DR STE A,,ROYSE CITY,TX,ROCKWALL,75189-5741,972-771-5771
RCO1474,MOLD REMEDIATION COMPANY,CURRENT,ALL DRY SERVICES OF NORTH DALLAS,8/25/2027,800 FULGHAM RD STE 27,,PLANO,TX,COLLIN,75093-5640,469-588-8889
RCO1475,MOLD REMEDIATION COMPANY,CURRENT,CZS HOLDINGS LLC,9/1/2027,350 TELSER RD,,LAKE ZURICH,IL,,60047-6701,847-796-8121
RCO1476,MOLD REMEDIATION COMPANY,CURRENT,MOLD PROS OF GREATER TEXAS INC,9/8/2027,3428 RUNAWAY LN,,NAPLES,FL,,34114-8440,239-202-0456
RCO1477,MOLD REMEDIATION COMPANY,EXPIRED,PRIME RESTORATION,9/15/2023,6212 EVERGREEN ST,,HOUSTON,TX,HARRIS,77081-6814,469-348-5058
RCO1478,MOLD REMEDIATION COMPANY,EXPIRED,ALL DRY SERVICES LLC,9/16/2023,12999 MURPHY RD N-13,,STAFFORD,TX,FORT BEND,77477,561-236-9604
RCO1479,MOLD REMEDIATION COMPANY,CURRENT,"BENCHMARK CONSTRUCTION, CATASTROPHE & CONSULT, LLC",9/19/2027,1239 RANGE RD,,CHINA SPRING,TX,MCLENNAN,76633-2824,254-855-9201
RCO1480,MOLD REMEDIATION COMPANY,CURRENT,"HILL COUNTRY RESTORATION, INC.",10/6/2027,9329 SCHOENTHAL RD,Suite 2,SAN ANTONIO,TX,COMAL,78266,830-542-6300
RCO1481,MOLD REMEDIATION COMPANY,CURRENT,TEXAS TOTAL MOLD LLC,10/27/2027,1910 HYDE ACRES ST,,LEAGUE CITY,TX,GALVESTON,77573-5435,832-231-9085
RCO1482,MOLD REMEDIATION COMPANY,CURRENT,MOLD FORCE LLC,10/10/2027,3701 W ROYAL LN STE 120,,IRVING,TX,DALLAS,75063-2819,972-399-0001
RCO1483,MOLD REMEDIATION COMPANY,CURRENT,"CAVALRY CONSTRUCTION COMPANY, LLC",10/13/2027,3690 HIGHPOINT,,SAN ANTONIO,TX,BEXAR,78217-2892,210-821-1777
RCO1484,MOLD REMEDIATION COMPANY,EXPIRED,"AOC ENVIRONMENTAL, INC.",10/20/2023,2612 WRANGLERS RETREAT,,WICHITA FALLS,TX,ARCHER,76310-7214,940-692-8989
RCO1485,MOLD REMEDIATION COMPANY,CURRENT,GRAVITAS RENOVATION GROUP,12/21/2027,2308 CAMINO ALTO,,AUSTIN,TX,TRAVIS,78746-2405,512-301-7765
RCO1486,MOLD REMEDIATION COMPANY,CURRENT,R & K INDUSTRIES LLC,5/15/2028,12103  RADIUM ST,ste 101,SAN ANTONIO,TX,BEXAR,78216,210-899-1017
RCO1487,MOLD REMEDIATION COMPANY,EXPIRED,"LEGACY RESTORATION & CONSTRUCTION, LLC DBA PAGE RESTORATION",10/27/2023,PO BOX 546,,ROCKWALL,TX,ROCKWALL,75087-0546,972-213-2751
RCO1488,MOLD REMEDIATION COMPANY,EXPIRED,LUDUS INC.,8/13/2026,5413 CHINKAPIN LN,,FORT WORTH,TX,TARRANT,76244-6788,940-268-7701
RCO1489,MOLD REMEDIATION COMPANY,EXPIRED,"AMSLOT ENTERPRISES, INC.",3/28/2026,2715 STRATHWOOD LN,,HOUSTON,TX,HARRIS,77082-4507,281-731-1428
RCO1490,MOLD REMEDIATION COMPANY,EXPIRED,BERES ENTERPRISES INC.,11/8/2023,1877 WITT RD,,FRISCO,TX,DENTON,75036-8759,972-403-9004
RCO1491,MOLD REMEDIATION COMPANY,EXPIRED,ALL DRY CENTRAL TEXAS LLC,11/15/2023,2104 ELTON LN,,AUSTIN,TX,TRAVIS,78703-2922,512-430-0493
RCO1492,MOLD REMEDIATION COMPANY,CURRENT,FIRST CLASS AIR & RESTORATION LLC,11/16/2027,406 N 2ND ST,,CRANDALL,TX,KAUFMAN,75114-2624,214-797-4672
RCO1493,MOLD REMEDIATION COMPANY,EXPIRED,"ADVANCED CLEANING & DRYING SYSTEMS, INC.",11/16/2025,1821 BELT LINE RD,,GARLAND,TX,COLLIN,75044-6825,214-939-7600
RCO1494,MOLD REMEDIATION COMPANY,CURRENT,"ABATEMENT COMPANY, LLC",11/22/2027,2303 SHORECREST DR,,DALLAS,TX,DALLAS,75235-1803,214-501-2091
RCO1495,MOLD REMEDIATION COMPANY,EXPIRED,TIP TOP SERVICES LLC,12/7/2023,9950  WESTPARK DR,610,HOUSTON,TX,HARRIS,77063,832-374-8125
RCO1496,MOLD REMEDIATION COMPANY,CURRENT,DRC FORT WORTH LLC,12/13/2027,10101 HICKS FIELD RD,STE 111,FORT WORTH,TX,TARRANT,76179-5214,817-232-3333
RCO1497,MOLD REMEDIATION COMPANY,CURRENT,"OLSON RESTORATION HTX, LLC",12/19/2027,33550 PINEHURST LOOP,,MAGNOLIA,TX,WALLER,77355-3879,281-701-5371
RCO1498,MOLD REMEDIATION COMPANY,EXPIRED,"ORION ENVIRONMENTAL, INC.",2/1/2024,14450 E INTERSTATE 10,,MARION,TX,BEXAR,78124-6541,985-602-5750
RCO1499,MOLD REMEDIATION COMPANY,CURRENT,WATERLOO RESTORATION LLC,3/27/2028,1801 CASTLEGUARD WAY,,CEDAR PARK,TX,WILLIAMSON,78613-6882,704-493-8591
RCO1500,MOLD REMEDIATION COMPANY,EXPIRED,HOF SERVICES LLC DBA SPAULDING DECON/PLANO,2/15/2024,12057 DELAGA DR,,FRISCO,TX,COLLIN,75035-2538,469-323-5363
RCO1501,MOLD REMEDIATION COMPANY,CURRENT,ALL NATION RESTORATION LLC,2/15/2028,9601 DESSAU RD SUITE 104,,AUSTIN,TX,TRAVIS,78754,512-420-6970
RCO1502,MOLD REMEDIATION COMPANY,EXPIRED,FALCON NEST LLC DBA RAINBOW INTERNATIONAL OF ARLINGTON,2/22/2026,3101 PLEASANT VALLEY LN STE D,,ARLINGTON,TX,TARRANT,76015-2916,817-419-3420
RCO1504,MOLD REMEDIATION COMPANY,EXPIRED,TDJ RESTORATION LLC,2/29/2024,5304 SUN VALLEY DR,,FORT WORTH,TX,TARRANT,76119-6567,817-786-6268
RCO1505,MOLD REMEDIATION COMPANY,EXPIRED,DALLAS I.S.D.,3/8/2026,3701 S LAMAR,,DALLAS,TX,DALLAS,75215-3687,972-925-4500
RCO1506,MOLD REMEDIATION COMPANY,CURRENT,AUSTIN FIRE AND FLOOD LLC,3/9/2028,2900 W ANDERSON LN,C200-348,AUSTIN,TX,TRAVIS,78757-1102,512-912-6814
RCO1507,MOLD REMEDIATION COMPANY,EXPIRED,ALSED INC,3/10/2024,4787 FM 2728,,KAUFMAN,TX,KAUFMAN,75142-4586,903-316-5924
