License Number,Profession,License Status,Licensee,License Expiration Date,Address 1,Address 2,City,State,County,Zip,Phone
ACO1205,MOLD ASSESSMENT COMPANY,EXPIRED,"ALPHA TERRA ENGINEERING, INC",1/13/2026,8626 TESORO DR STE 810,,SAN ANTONIO,TX,BEXAR,78217-6217,210-930-2834
ACO1206,MOLD ASSESSMENT COMPANY,EXPIRED,"LANGE INDEPENDENT HOME & TERMITE INSPECTION, LLC",3/16/2024,1308 E COMMON ST,Suite 205,NEW BRAUNFELS,TX,COMAL,78130-3557,830-446-3425
ACO1207,MOLD ASSESSMENT COMPANY,EXPIRED,"ALL POINTS ENVIRONMENTAL, LLC",3/20/2026,1245 W CARDINAL DR,,BEAUMONT,TX,JEFFERSON,77705-6410,409-842-4094
ACO1209,MOLD ASSESSMENT COMPANY,EXPIRED,"ENVIROPHASE INCORPORATED, LP",4/18/2026,337 OAKS TRL,Suite 225,GARLAND,TX,DALLAS,75043-4096,972-571-2920
ACO1210,MOLD ASSESSMENT COMPANY,EXPIRED,"FALCON NEST, LLC",4/19/2024,3101 PLEASANT VALLEY LANE,Suite D,"ARLINGTON ",TX,TARRANT,76015,817-419-3420
ACO1211,MOLD ASSESSMENT COMPANY,EXPIRED,PRECISION ENVIRONMENTAL SERVICES,4/27/2024,516 FOREST TRL,,ARGYLE,TX,DENTON,76226-6704,940-597-2673
ACO1212,MOLD ASSESSMENT COMPANY,CURRENT,ECS SOUTHWEST LLP,6/5/2028,1000 N. POST OAK RD.,Suite 240,HOUSTON,TX,HARRIS,77055,832-993-6476
ACO1213,MOLD ASSESSMENT COMPANY,EXPIRED,PROTEAN SERVICES LLC,6/26/2024,7424  FORREST LN,North Richland Hills,NORTH RICHLAND HILLS,TX,TARRANT,76182,469-263-6868
ACO1215,MOLD ASSESSMENT COMPANY,CURRENT,FUSION ENVIRONMENTAL GROUP LLC,8/16/2028,3006 BEE CAVES ROAD,Suite D201,AUSTIN,TX,TRAVIS,78746-6787,512-229-1199
ACO1216,MOLD ASSESSMENT COMPANY,EXPIRED,"R2M ENGINEERING, LLC",8/17/2026,5012 50TH ST STE 204," ",LUBBOCK,TX,LUBBOCK,79414-3426,806-783-9944
ACO1217,MOLD ASSESSMENT COMPANY,EXPIRED,IMPERIAL RESTORATION SERVICES,10/3/2024,14027 MEMORIAL DR # 139,,HOUSTON,TX,HARRIS,77079-6826,281-741-9885
ACO1218,MOLD ASSESSMENT COMPANY,EXPIRED,LAD AVIATION INC,10/10/2024,5850 SAN FELIPE ST STE 500,,HOUSTON,TX,HARRIS,77057-8003,708-465-7252
ACO1219,MOLD ASSESSMENT COMPANY,EXPIRED,NATIONS BEST HOME INSPECTIONS,12/1/2024,1824 MANN PKWY,,CELINA,TX,DENTON,75009-4760,972-590-8719
ACO1220,MOLD ASSESSMENT COMPANY,CURRENT,ASBESTOS & MOLD PROFESSIONALS OF TEXAS LLC,1/14/2027,1433 GLENBROOK DR,,IRVING,TX,DALLAS,75061-4503,469-271-3705
ACO1221,MOLD ASSESSMENT COMPANY,CURRENT,"ABACUS ENVIRONMENT, INC",2/10/2027,5445 LA SIERRA DR,Suite 450,DALLAS,TX,DALLAS,75231-4108,214-363-0099
ACO1222,MOLD ASSESSMENT COMPANY,EXPIRED,ANTHONY@MICROINSTITUTETEXAS.COM,1/5/2025,1604 UVALDE DR,,HUTTO,TX,WILLIAMSON,78634-5308,512-662-5752
ACO1223,MOLD ASSESSMENT COMPANY,CURRENT,"HEDDERMAN & SON ASSESSMENTS, LLC",1/25/2027,10678 EHLERS RD,,CONROE,TX,MONTGOMERY,77302-4014,281-355-9944
ACO1224,MOLD ASSESSMENT COMPANY,EXPIRED,"ENVIROBUSINESS, INC.",3/2/2025,7608 LARCHVIEW DR,,DALLAS,TX,DALLAS,75254-2811,817-680-4714
ACO1225,MOLD ASSESSMENT COMPANY,CURRENT,"VERTEX COMPANIES, LLC",3/6/2027,398 LIBBEY PKWY,,EAST WEYMOUTH,MA,OUT OF STATE/UNKNOWN,02189-3133,781-952-6000
ACO1226,MOLD ASSESSMENT COMPANY,CURRENT,ZEKE@P12ENVIRO.COM,3/6/2027,215 REPUBLIC AVE APT 5304,,LAFAYETTE,LA,,70508-6998,337-257-8792
ACO1227,MOLD ASSESSMENT COMPANY,EXPIRED,TWINS CLEANING SOLUTION LLC,3/12/2025,1822 BLAKE DR,,RICHARDSON,TX,DALLAS,75081-2656,214-226-5891
ACO1228,MOLD ASSESSMENT COMPANY,CURRENT,TTL INC.,3/20/2027,17215 JONES MALTSBERGER RD,,SAN ANTONIO,TX,BEXAR,78247-2808,210-888-6100
ACO1229,MOLD ASSESSMENT COMPANY,CURRENT,"SEMS, INC.",9/5/2027,11628 S CHOCTAW DR,,BATON ROUGE,LA,OUT OF STATE/UNKNOWN,70815-2107,225-924-2002
ACO1230,MOLD ASSESSMENT COMPANY,EXPIRED,"AMOLDI, LLC",5/22/2025,1000 MAIN ST,Suite 2300,HOUSTON,TX,HARRIS,77002-6336,281-436-7296
ACO1231,MOLD ASSESSMENT COMPANY,CURRENT,"RIGHT ANGLE INSPECTION, LLC",5/31/2027,793 EASTVIEW DR,,CANYON LAKE,TX,COMAL,78133-6461,830-387-8115
ACO1232,MOLD ASSESSMENT COMPANY,CURRENT,WE INSPECT,5/31/2027,12651 HIGH BLUFF DR,Suite 130,SAN DIEGO,CA,,92130-2014,888-436-6653
ACO1233,MOLD ASSESSMENT COMPANY,CURRENT,"AQ TESTING SERVICES, LLC",5/15/2028,28002 WILLOWGREEN ST.,,KATY,TX,WALLER,77494,713-775-8863
ACO1234,MOLD ASSESSMENT COMPANY,CURRENT,CODENVIRON LLC,7/30/2027,1940 FOUNTAIN VIEW DR # 161,,HOUSTON,TX,HARRIS,77057-3206,346-558-6796
ACO1235,MOLD ASSESSMENT COMPANY,EXPIRED,"TX ENVIRO, LLC",6/15/2025,216 LEMMON DR STE 382,,RENO,NV,OUT OF STATE/UNKNOWN,89506-8701,254-265-0357
ACO1236,MOLD ASSESSMENT COMPANY,CURRENT,TEXINSPEC INC,7/12/2027,6709 MEADOW CREST DR,,NORTH RICHLAND HILLS,TX,TARRANT,76180-6669,817-265-5452
ACO1237,MOLD ASSESSMENT COMPANY,CURRENT,"REDFISH INSPECTIONS, LLC",12/4/2027,1018 HERCULES AVE,,HOUSTON,TX,HARRIS,77058-2722,713-568-8184
ACO1238,MOLD ASSESSMENT COMPANY,CURRENT,DISASTER RECOVERY CONSULTANTS,9/7/2027,131 SPIDER RD,,WAXAHACHIE,TX,ELLIS,75167-8981,817-939-4706
ACO1239,MOLD ASSESSMENT COMPANY,CURRENT,"LEGENDARY MOLD INSPECTIONS, LLC",8/20/2028,5610 OLD DOWLEN RD,,BEAUMONT,TX,JEFFERSON,77706-6508,409-273-5909
ACO1240,MOLD ASSESSMENT COMPANY,CURRENT,"LGM ENVIRONMENTAL CONSULTANTS, LLC",11/4/2027,20696 ALTA VISTA CT,#3,HARLINGEN,TX,CAMERON,78550-2161,956-244-4479
ACO1241,MOLD ASSESSMENT COMPANY,CURRENT,"TLC INSPECTIONS, LLC",11/30/2027,8920 BUSINESS PARK DR STE 200,,AUSTIN,TX,TRAVIS,78759-7618,512-900-2191
ACO1242,MOLD ASSESSMENT COMPANY,EXPIRED,BNF CONSULTING INC,11/30/2025,15 LINCOLN AVE,,SOMERS,NY,OUT OF STATE/UNKNOWN,10589-3042,914-797-8335
ACO1243,MOLD ASSESSMENT COMPANY,EXPIRED,A & B ENVIRONMENTAL SERVICES INC DBA,12/4/2025,10100 EAST FWY STE 100,,HOUSTON,TX,HARRIS,77029-1919,713-453-6060
ACO1244,MOLD ASSESSMENT COMPANY,CURRENT,"UES PROFESSIONAL SOLUTIONS 44, LLC",12/10/2027,2209 WISCONSIN ST,,DALLAS,TX,DALLAS,75229-2060,469-802-1310
ACO1245,MOLD ASSESSMENT COMPANY,CURRENT,MOLD TESTING HOUSTON,1/11/2028,"539  WEST COMMERCE ST ",,DALLAS,TX,DALLAS,75208,415-960-9357
ACO1246,MOLD ASSESSMENT COMPANY,CURRENT,JENKINS ENVIRONMENTAL CONSULTING LLC,1/24/2028,7756 NORTHCROSS DR STE 103,,AUSTIN,TX,TRAVIS,78757-1736,512-708-9390
ACO1247,MOLD ASSESSMENT COMPANY,EXPIRED,G1 ENVIRONMENTAL AND CONSULTING LLC,2/12/2026,10802 TUPPER LAKE DR,,HOUSTON,TX,HARRIS,77042-1346,832-319-9165
ACO1248,MOLD ASSESSMENT COMPANY,CURRENT,"ASPEN INTEGRITY, LLC",2/29/2028,400 W OAK ST STE 305,,DENTON,TX,DENTON,76201-9092,409-656-7032
ACO1249,MOLD ASSESSMENT COMPANY,EXPIRED,KLEANFORCE ENVIRONMENTAL,3/5/2026,11721 PUEBLO FUERTE CT,,EL PASO,TX,EL PASO,79936-4458,915-474-0299
ACO1250,MOLD ASSESSMENT COMPANY,EXPIRED,"HOUSE INSPECTION SERVICES, PLLC",3/21/2026,PO BOX 117773,,CARROLLTON,TX,DALLAS,75011-7773,214-243-5676
ACO1251,MOLD ASSESSMENT COMPANY,EXPIRED,IN CONTROL TECHNOLOGIES LLC,4/1/2026,14731 PEBBLE BEND DR,,HOUSTON,TX,HARRIS,77068-2928,281-580-8892
ACO1252,MOLD ASSESSMENT COMPANY,CURRENT,"MCLELLAN INTEGRATED PROFESSIONAL SERVICES, LLC",4/3/2028,229 Lakewood LAKEWOOD LANE,,PONDER,TX,DENTON,76259,940-364-6090
ACO1253,MOLD ASSESSMENT COMPANY,CURRENT,REAGAN ENVIRONMENTAL,4/9/2028,9014 WATER CREST CT,,MONTGOMERY,TX,MONTGOMERY,77316-6923,832-623-4889
ACO1254,MOLD ASSESSMENT COMPANY,EXPIRED,ABEX ENVIRONMENTAL SOLUTIONS,5/16/2026,1035 FIRESIDE DR,,ALLEN,TX,COLLIN,75002-5025,214-682-7901
ACO1255,MOLD ASSESSMENT COMPANY,EXPIRED,ORIGIN ENVIRONMENTAL INC,6/10/2026,20670 LAVONE DR,,PORTER,TX,HARRIS,77365-7600,281-906-9365
ACO1256,MOLD ASSESSMENT COMPANY,CURRENT,AWA ENVIRONMENTAL,8/17/2028,3361 SUBLETTE AVE,,SAINT LOUIS,MO,,63139-1346,817-739-4044
ACO1257,MOLD ASSESSMENT COMPANY,CURRENT,PROTEAN SERVICES LLC,6/30/2028,PO BOX 821982,,NORTH RICHLAND HILLS,TX,TARRANT,76182-1982,972-482-2334
ACO1258,MOLD ASSESSMENT COMPANY,CURRENT,"ONTERRIS, INC DBA ONTERRIS RESPONSE AND RECOVERY, LLC",8/25/2028,5120 NORTHSHORE DR,,NORTH LITTLE ROCK,AR,,72118-5315,501-801-8500
ACO1259,MOLD ASSESSMENT COMPANY,EXPIRED,"MOLD MAVERICKS, LLC",8/15/2026,3100 ALMA RD,Ste 150,MCKINNEY,TX,COLLIN,75070-4800,479-200-0829
ACO1260,MOLD ASSESSMENT COMPANY,CURRENT,MAC ENVIRONMENTAL,9/12/2026,6825 HUEBNER RD STE 380254,,SAN ANTONIO,TX,BEXAR,78238,210-799-4649
ACO1261,MOLD ASSESSMENT COMPANY,CURRENT,RL YOUNG LLC,9/23/2026,12851 MANCHESTER RD STE 160,,SAINT LOUIS,MO,OUT OF STATE/UNKNOWN,63131-1802,314-210-9520
ACO1262,MOLD ASSESSMENT COMPANY,CURRENT,"LANGAN ENGINEERING AND ENVIRONMENTAL SERVICES, LLC",10/6/2026,2999 OLYMPUS BLVD STE 165,,COPPELL,TX,DALLAS,75019-1204,254-644-5462
ACO1263,MOLD ASSESSMENT COMPANY,CURRENT,BNF CONSULTING,10/21/2026,2510 LOU HOLLOW PLACE,,CEDAR PARK,TX,WILLIAMSON,78613,737-262-2046
ACO1264,MOLD ASSESSMENT COMPANY,CURRENT,HOWARD ENVIRONMENTAL LLC,11/7/2026,3503 E K LN,,AUSTIN,TX,TRAVIS,78754-4921,512-560-2428
ACO1265,MOLD ASSESSMENT COMPANY,CURRENT,BAQ INC.,11/24/2026,29 PINEWOOD FOREST CT,,THE WOODLANDS,TX,MONTGOMERY,77381-2580,281-448-1100
ACO1266,MOLD ASSESSMENT COMPANY,CURRENT,BLACKLAND HOME INSPECTIONS LLC,1/8/2027,7212 FM 879,,PALMER,TX,ELLIS,75152-9110,972-921-8454
ACO1267,MOLD ASSESSMENT COMPANY,CURRENT,"KJ INTEGRATED SERVICES, LLC",1/21/2027,4906 CRESTPOINT LN,,GARLAND,TX,DALLAS,75043-6515,945-385-8757
ACO1268,MOLD ASSESSMENT COMPANY,CURRENT,"TMIC ENVIRONMENTAL CONSULTANTS, LLC",1/22/2027,1431 WIRT RD,,HOUSTON,TX,HARRIS,77055-4916,832-373-1670
ACO1269,MOLD ASSESSMENT COMPANY,CURRENT,MSE ENVIRONMENTAL DALLAS LLC,1/27/2027,405 AIRPORT FWY UNIT 104,,BEDFORD,TX,TARRANT,76021-5358,469-799-0911
ACO1270,MOLD ASSESSMENT COMPANY,CURRENT,3DN ENTERPRISES LLC,1/30/2027,421 BEN BOYD RD,,ARGYLE,TX,DENTON,76226-5100,817-673-8499
ACO1271,MOLD ASSESSMENT COMPANY,CURRENT,PRECISION ENVIRONMENTAL SERVICES,3/4/2027,516 FOREST TRL,,ARGYLE,TX,DENTON,76226-6704,940-597-2673
ACO1272,MOLD ASSESSMENT COMPANY,CURRENT,TEXAS MOLD SPECIALISTS,3/25/2027,4302 WOODVALLEY DR,,HOUSTON,TX,HARRIS,77096-3530,713-682-0133
ACO1273,MOLD ASSESSMENT COMPANY,CURRENT,BARRETT ENVIRONMENTAL LLC,4/14/2027,2209 SAINT ANDREWS,,MCKINNEY,TX,COLLIN,75072-4332,806-570-0943
ACO1274,MOLD ASSESSMENT COMPANY,CURRENT,ENVIRO 360,4/15/2027,8074 PRECINCT LINE RD,,COLLEYVILLE,TX,TARRANT,76034-7547,817-754-0360
ACO1275,MOLD ASSESSMENT COMPANY,CURRENT,ENVIROQUEST INC,4/16/2027,845 PINNACLE CIR,,LEWISVILLE,TX,DENTON,75077-2537,972-505-0200
ACO1276,MOLD ASSESSMENT COMPANY,CURRENT,"CLEAN ENVIRONMENTS, LLC",4/28/2027,2800 NE LOOP 410 STE 105,,SAN ANTONIO,TX,BEXAR,78218-1525,210-349-7242
ACO1277,MOLD ASSESSMENT COMPANY,CURRENT,"UES PROFESSIONAL SOLUTIONS 64, LLC",5/4/2027,14731 PEBBLE BEND DR,,HOUSTON,TX,HARRIS,77068-2928,281-580-8892
ACO1278,MOLD ASSESSMENT COMPANY,CURRENT,"RNOMICS, LLC",5/7/2027,7145 S BUFFALO DR # C105,,LAS VEGAS,NV,,89113-4119,480-315-1100
ACO1279,MOLD ASSESSMENT COMPANY,CURRENT,SOLID ROCK HOME INSPECTIONS,5/13/2027,120 ARCHED OAK LOOP,,FLORESVILLE,TX,WILSON,78114-4419,210-834-8221
ACO1280,MOLD ASSESSMENT COMPANY,CURRENT,"J & E RACHAL, DBA TEXAS MOLD INSPECTOR",5/18/2027,209 DOUBLE MOUNTAIN RD,,LIBERTY HILL,TX,WILLIAMSON,78642,832-992-6653
ACO1281,MOLD ASSESSMENT COMPANY,CURRENT,CARROLL'S INSPECTION SERVICES,5/28/2027,6805 W LAKESIDE BLVD,,OLMITO,TX,CAMERON,78575-9703,956-459-2636
ACO1282,MOLD ASSESSMENT COMPANY,CURRENT,MOLD TEST COMPANY,6/15/2027,18 BIOGENESIS BLVD,,DAWSONVILLE,GA,OUT OF STATE/UNKNOWN,30534-7699,678-894-2762
ACO1283,MOLD ASSESSMENT COMPANY,CURRENT,"LIBRA ENVIRONMENTAL CONSULTING, LLC",6/16/2027,101 S COIT RD,Suite 13638,RICHARDSON,TX,COLLIN,75080-5743,254-644-5462
ACO1284,MOLD ASSESSMENT COMPANY,CURRENT,SCZW SERVICES LLC DBA ALM MOLD INSPECTION,6/17/2027,6211 DUMFRIES DR,,HOUSTON,TX,HARRIS,77096-4602,713-714-7312
ACO1285,MOLD ASSESSMENT COMPANY,CURRENT,"HALLIWELL ENGINEERING ASSOCIATES, LLC",6/18/2027,865 WATERMAN AVE,,EAST PROVIDENCE,RI,,02914-1300,940-757-6822
ACO1286,MOLD ASSESSMENT COMPANY,CURRENT,TONERCO LLC,6/18/2027,2322  BISSONNET,Ste 3,HOUSTON,TX,HARRIS,77005,832-878-2914
ACO1287,MOLD ASSESSMENT COMPANY,CURRENT,WSP USA INC.,7/2/2027,1 PENN PLZ,4th Floor,NEW YORK,NY,,10119-0002,716-395-2349
ACO1288,MOLD ASSESSMENT COMPANY,CURRENT,FEC,7/10/2027,4438 W BAY VILLLA AVE,,TAMPA,FL,OUT OF STATE/UNKNOWN,33611,267-970-9642
ACO1289,MOLD ASSESSMENT COMPANY,CURRENT,IRONARCH REMODELING,7/16/2027,3801 DOGWOOD DR,,PROSPER,TX,COLLIN,75078-9542,469-209-8130
ACO1290,MOLD ASSESSMENT COMPANY,CURRENT,SUPER MAC ENVIRONMENTAL SOLUTIONS LLC,7/16/2027,"6111 BEVERLYHILL ST ",Apt 23,"HOUSTON ",TX,HARRIS,77057,240-595-5684
ACO1291,MOLD ASSESSMENT COMPANY,CURRENT,DTECH SERVICES,8/27/2027,1218 W ARKANSAS LN STE D,,ARLINGTON,TX,TARRANT,76013-6202,469-446-6733
ACO1292,MOLD ASSESSMENT COMPANY,CURRENT,EDUCATION IS OPPORTUNITIES LLC,9/7/2027,216 LEMMON DR STE 382,,RENO,NV,,89506-8701,562-698-1279
ACO1293,MOLD ASSESSMENT COMPANY,CURRENT,"ENVIROCHECK, INC.",9/8/2027,4350 ALPHA RD STE 130,,DALLAS,TX,DALLAS,75244-4527,972-428-8505
ACO1294,MOLD ASSESSMENT COMPANY,CURRENT,AIRMD INC,9/8/2027,3626 N HALL ST,Suite 610,DALLAS,TX,DALLAS,75219-5105,214-377-6093
ACO1295,MOLD ASSESSMENT COMPANY,CURRENT,ARIES ENVIRONMENTAL LLC,9/18/2027,2118 OAK WILD ST,,SAN ANTONIO,TX,BEXAR,78232-3112,210-289-9717
ACO1296,MOLD ASSESSMENT COMPANY,CURRENT,"ENPROTEC / HIBBS & TODD, INC.",9/23/2027,402 CEDAR ST,,ABILENE,TX,SHACKELFORD,79601-5734,325-698-5560
ACO1297,MOLD ASSESSMENT COMPANY,CURRENT,PRIORITY INSPECTION SERVICES,10/26/2027,314 E NAKOMA ST,Suite H,SAN ANTONIO,TX,BEXAR,78216-2794,979-571-0220
ACO1298,MOLD ASSESSMENT COMPANY,CURRENT,"MARTINEZ ASBESTOS AND ENVIRONMENTAL CONSULTING, LLC",10/26/2027,9738 SANDIE,,HELOTES,TX,MEDINA,78023-4182,210-365-6900
ACO1299,MOLD ASSESSMENT COMPANY,CURRENT,"PRENVIRO, LLC",11/18/2027,7115 YOUNGSFORD RD,,MARION,TX,GUADALUPE,78124-1756,210-446-4595
ACO1300,MOLD ASSESSMENT COMPANY,CURRENT,"PARAGON STRUCTURAL ENGINEERING, LTD.",12/7/2027,6275 WEST PLANO PARKWAY,Suite 140,PLANO,TX,COLLIN,75093,469-892-7520
ACO1301,MOLD ASSESSMENT COMPANY,CURRENT,FIVEFOLD VENTURES LLC,12/17/2027,10039 BISSONETT STREET,Suite 313,HOUSTON,TX,HARRIS,77036,346-829-6369
ACO1302,MOLD ASSESSMENT COMPANY,CURRENT,ENVIROBUILD MATERIALS AND SERVICES LLC,12/18/2027,1309 ILLINOIS ST,,SOUTH HOUSTON,TX,HARRIS,77587-5418,346-747-1563
ACO1303,MOLD ASSESSMENT COMPANY,CURRENT,APEX TECHNICAL SERVICW,1/7/2028,211 S E 17TH AVE,,AMARILLO,TX,POTTER,79102,806-381-8888
ACO1304,MOLD ASSESSMENT COMPANY,CURRENT,SOCOTEC US,1/14/2028,9707 EAST EASTER LANE,,CENTENNIAL,CO,OUT OF STATE/UNKNOWN,80112,303-945-5792
ACO1305,MOLD ASSESSMENT COMPANY,CURRENT,PROPERTY INSPECTION GROUP LLC,1/25/2028,8301 LAKEVIEW PKWY 111-243,,ROWLETT,TX,DALLAS,75088,972-685-1744
ACO1306,MOLD ASSESSMENT COMPANY,CURRENT,"LAUDERDALE ENVIRONMENTAL AND SAFETY CONSULTANTS , LLC",2/3/2028,485 miss don MISS DONNA LANE,miss donna lane,DRIPPING SPRINGS,TX,TRAVIS,78620,512-557-5613
ACO1307,MOLD ASSESSMENT COMPANY,CURRENT,THOROUGH POINT INSPECTIONS,2/26/2028,20104  BITTER ROOT DR,,PORTER,TX,HARRIS,77365,346-455-4730
ACO1308,MOLD ASSESSMENT COMPANY,CURRENT,TEVA ENTERPRISES LLC,3/17/2028,17117 WESTHEIMER RD APT 36,,HOUSTON,TX,HARRIS,77082,888-673-0888
ACO1309,MOLD ASSESSMENT COMPANY,CURRENT,ENVIROGATOR ENVIRONMENTAL SERVICES,3/23/2028,521 REDWATER ROAD,,TEXARKANA,TX,BOWIE,75501,903-701-1964
ACO1310,MOLD ASSESSMENT COMPANY,CURRENT,KINGDOM INSPECTIONS LLC,3/26/2028,2257 N LOOP 336 W APT 140 PMB1073,,CONROE,TX,MONTGOMERY,77301,804-420-7504
ACO1311,MOLD ASSESSMENT COMPANY,CURRENT,ALL POINTS ENVIRONMENTAL LLC,3/29/2028,1245 W CARDINAL DRIVE,,BEAUMONT,TX,JEFFERSON,77705,409-842-4094
ACO1312,MOLD ASSESSMENT COMPANY,CURRENT,PH ENVIORNMENTAL TECHNOLOGIES LLC DBA PH ENVIRO TECH,4/13/2028,1113 FERNCLIFF DR,,FORT WORTH,TX,TARRANT,76117,682-284-2380
ACO1313,MOLD ASSESSMENT COMPANY,CURRENT,SMITH GROUP MOLD SERVICES LLC,4/19/2028,12327 SUMMER LAKE RANCH DR,,HOUSTON,TX,HARRIS,77044,281-734-3118
ACO1314,MOLD ASSESSMENT COMPANY,CURRENT,"NOBLE PROPERTY INSPECTIONS, PLLC",4/20/2028,3107 MEADOWCREEK DR,,MISSOURI CITY,TX,FORT BEND,77459,832-551-1397
ACO1315,MOLD ASSESSMENT COMPANY,CURRENT,TEXAS MOLD ADVISORS LLC,4/30/2028,18910 COVE VISTA LN,,CYPRESS,TX,HARRIS,77433,281-705-6889
ACO1316,MOLD ASSESSMENT COMPANY,CURRENT,HTX HOME INSPECTIONS,7/6/2028,240 W. GALVESTON ST,#128,LEAGUE CITY,TX,GALVESTON,77573,832-425-8826
ACO1317,MOLD ASSESSMENT COMPANY,CURRENT,ROBERT_BORMAN@HSEWORLD.COM,7/6/2028,1021 Knoll B KNOLL BRIDGE LN,,FRIENDSWOOD,TX,GALVESTON,77546,217-549-7122
ACO1318,MOLD ASSESSMENT COMPANY,CURRENT,"ARMSTRONG FORENSIC LABORATORY, INC.",7/16/2028,330 LOCH'N GREEN TRAIL,,ARLINGTON,TX,TARRANT,76012,817-275-2691
ACO1319,MOLD ASSESSMENT COMPANY,CURRENT,TEXAS TURN KEY HOME INSPECTION PLLC,7/16/2028,2629 Aztec C AZTEC CT.,,LEAGUE CITY,TX,,77573-7745,832-551-4581
ACO1320,MOLD ASSESSMENT COMPANY,CURRENT,"SPEAR & LANCASTER, LLC",7/28/2028,25906 NICHOLS SAWMILL ROAD,,MAGNOLIA,TX,WALLER,77355,281-252-0005
ACO1321,MOLD ASSESSMENT COMPANY,CURRENT,"K9 MOLD GUIDE, LLC",8/3/2028,2345 CHRISTOPHER LN,,BURLESON,TX,JOHNSON,76028,979-415-5432
ACO1322,MOLD ASSESSMENT COMPANY,CURRENT,DNH PROPERTY INSPECTIONS PLLC,8/17/2028,7960 IRMA DRIVE,,ROYSE CITY,TX,ROCKWALL,75189,972-814-1502
ACO1323,MOLD ASSESSMENT COMPANY,CURRENT,TRILEAF CORPORATION,8/17/2028,7700  WEST HIGHWAY 71,Suite 200,AUSTIN,TX,TRAVIS,78735,512-519-9388
ACO1324,MOLD ASSESSMENT COMPANY,CURRENT,"YA ENGINEERING SERVICES, LLC",8/17/2028,1999 BRYAN STREET SUITE 900,,DALLAS,TX,DALLAS,75201,206-351-2095
